Provider CCN;Hospital Name;Fiscal Year Begin Date;Fiscal Year End Date;number_of_beds
43036;EVEREST REHABILITATION HOSPITAL BENT;01/01/2021;12/31/2021;36
43037;MERCY REHAB HOSPITAL FORT SMITH;6/21/2021;12/31/2021;50
43300;ARKANSAS CHILDRENS HOSPITAL;07/01/2021;6/30/2022;324
43301;ARKANSAS CHILDRENS NORTHWEST;07/01/2021;6/30/2022;24
44004;VANTAGE POINT;01/01/2021;12/31/2021;114
44005;BRIDGEWAY HOSPITAL;01/01/2021;12/31/2021;127
44006;VISTA HEALTH-FORT SMITH;01/01/2021;12/31/2021;114
44007;RIVENDELL ARKANSAS;01/01/2021;12/31/2021;80
44011;ARKANSAS STATE HOSPITAL;07/01/2021;6/30/2022;230
44013;BHC PINNACLE POINTE HOSPITAL LLC;06/01/2021;5/31/2022;
44019;SPRINGWOODS BEHAVIORAL;01/01/2021;12/31/2021;80
44020;VISTA HEALTH TEXARKANA;01/01/2021;12/31/2021;62
44021;OAKRIDGE BEHAVIORAL CENTER;01/01/2021;12/31/2021;
44022;CONWAY BEHAVIORAL HEALTH;01/01/2021;12/31/2021;80
50002;ST ROSE HOSPITAL;10/01/2020;9/30/2021;153
50006;ST. JOSEPH HOSPITAL - EUREKA;07/01/2021;6/30/2022;150
50007;MILLS PENINSULA MEDICAL CENTER;01/01/2021;12/31/2021;301
50008;CPMC-R.K. DAVIES MEDICAL CENTER;01/01/2021;12/31/2021;191
50009;QUEEN OF THE VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;200
50013;ADVENTIST HEALTH ST. HELENA;01/01/2021;12/31/2021;127
50014;SUTTER AMADOR HOSPITAL;01/01/2021;12/31/2021;52
50017;MERCY GENERAL HOSPITAL;07/01/2021;6/30/2022;313
50022;RIVERSIDE COMMUNITY HOSPITAL;05/01/2021;4/30/2022;478
50024;PARADISE VALLEY HOSPITAL;01/01/2021;12/31/2021;291
50025;UCSD MEDICAL CENTER;07/01/2021;6/30/2022;741
50026;GROSSMONT HOSPITAL;10/01/2020;9/30/2021;558
50028;MAD RIVER COMMUNITY HOSPITAL;07/01/2021;6/30/2022;49
50030;OROVILLE HOSPITAL;12/01/2020;11/30/2021;279
50036;BAKERSFIELD MEMORIAL HOSPITAL;01/01/2021;12/31/2021;370
50038;SANTA CLARA VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;934
50039;ENLOE MEDICAL CENTER;07/01/2021;6/30/2022;338
50040;LAC OLIVE VIEW/UCLA MEDICAL CENTER;07/01/2021;6/30/2022;275
50042;ST ELIZABETH  COMMUNITY HOSPTIAL;07/01/2021;6/30/2022;49
50043;SUMMIT MEDICAL CENTER;01/01/2021;12/31/2021;461
50045;EL CENTRO REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;161
50047;CALIFORNIA PACIFIC MEDICAL CENTER;01/01/2021;12/31/2021;292
50054;SAN GORGONIO MEMORIAL;07/01/2021;6/30/2022;79
50055;CPMC - MISSION BERNAL CAMPUS;01/01/2021;12/31/2021;120
50056;ANTELOPE VALLEY HOSPITAL;07/01/2021;6/30/2022;393
50057;KAWEAH DELTA MEDICAL CENTER;07/01/2021;6/30/2022;608
50058;GLENDALE MEMORIAL HOSPITAL & HLTH CT;01/01/2021;12/31/2021;304
50060;COMMUNITY REGIONAL MEDICAL CENTER;09/01/2021;8/31/2022;899
50063;HOLLYWOOD PRESBYTERIAN MEDICAL CNTR;01/01/2021;12/31/2021;434
50067;OAK VALLEY DISTRICT HOSPITAL;07/01/2021;6/30/2022;150
50069;ST. JOSEPH HOSPITAL OF ORANGE;07/01/2021;6/30/2022;463
50070;KFH - SOUTH SAN FRANCISCO;01/01/2021;12/31/2021;120
50071;KFH - SANTA CLARA;01/01/2021;12/31/2021;343
50072;KFH - WALNUT CREEK;01/01/2021;12/31/2021;249
50073;KFH - VALLEJO;01/01/2021;12/31/2021;232
50075;KFH - OAKLAND;01/01/2021;12/31/2021;365
50076;KFH - SAN FRANCISCO;01/01/2021;12/31/2021;239
50077;SCRIPPS MERCY HOSPITAL;10/01/2020;9/30/2021;523
50078;PROVIDENCE LTTL CO MARY MC SAN PEDRO;01/01/2021;12/31/2021;356
50082;ST. JOHNS REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;401
50084;ST. JOSEPHS MEDICAL CENTER;07/01/2021;6/30/2022;348
50089;COMMUNITY HOSPITAL OF SAN BERNARDINO;01/01/2021;12/31/2021;431
50090;SONOMA VALLEY HEALTH CARE DISTRICT;07/01/2021;6/30/2022;75
50091;COMMUNITY HOSPITAL OF HUNTINGTON PAR;01/01/2021;12/31/2021;85
50093;ST. AGNES MEDICAL CENTER;07/01/2021;6/30/2022;384
50096;WEST COVINA MEDICAL CENTER;01/01/2021;12/31/2021;46
50099;SAN ANTONIO REGIONAL HOSPITAL;01/01/2021;12/31/2021;363
50100;SHARP MEMORIAL HOSPITAL;10/01/2020;9/30/2021;862
50101;SUTTER SOLANO MEDICAL CENTER;01/01/2021;12/31/2021;106
50102;DOCTORS HOSPITAL OF RIVERSIDE;07/01/2021;6/30/2022;193
50103;ADVENTIST HEALTH WHITE MEMORIAL;01/01/2021;12/31/2021;353
50104;ST. FRANCIS MEDICAL CENTER;01/01/2021;12/31/2021;384
50107;MARIAN MEDICAL CENTER;07/01/2021;6/30/2022;388
50108;SUTTER MEDICAL CENTER - SACRAMENTO;01/01/2021;12/31/2021;523
50110;LOMPOC VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;170
50112;SANTA MONICA UCLA MEDICAL CENTER;07/01/2021;6/30/2022;281
50113;SAN MATEO MEDICAL CENTER;07/01/2021;6/30/2022;447
50115;PALOMAR MEDICAL CENTER ESCONDIDO;07/01/2021;6/30/2022;304
50116;NORTHRIDGE MEDICAL CENTER - ROSCOE;01/01/2021;12/31/2021;394
50118;DOCTORS HOSPITAL OF MANTECA;06/01/2021;5/31/2022;73
50121;ADVENTIST HEALTH HANFORD;01/01/2021;12/31/2021;235
50122;DAMERON HOSPITAL;01/01/2021;12/31/2021;170
50124;VERDUGO HILLS HOSPITAL;01/01/2021;6/30/2021;158
50124;VERDUGO HILLS HOSPITAL;07/01/2021;6/30/2022;158
50125;REGIONAL MEDICAL CENTER OF SAN JOSE;01/01/2021;12/31/2021;249
50126;VALLEY PRESBYTERIAN HOSPITAL;01/01/2021;12/31/2021;350
50127;WOODLAND HEALTHCARE;01/01/2021;12/31/2021;105
50128;TRI-CITY MEDICAL CENTER;07/01/2021;6/30/2022;320
50129;ST. BERNARDINE MEDICAL CENTER;07/01/2021;6/30/2022;313
50131;NOVATO COMMUNITY HOSPITAL;01/01/2021;12/31/2021;47
50132;SAN GABRIEL VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;273
50133;ADVENTIST HEALTH AND RIDEOUT;01/01/2021;12/31/2021;209
50135;SO CALIF HOSPITAL AT HOLLYWOOD;01/01/2021;12/31/2021;612
50136;PETALUMA VALLEY HOSPITAL;01/01/2021;6/30/2021;80
50136;PETALUMA VALLEY HOSPITAL;07/01/2021;6/30/2022;80
50137;KFH - PANORAMA CITY;01/01/2021;12/31/2021;218
50138;KFH - LOS ANGELES;01/01/2021;12/31/2021;560
50139;KFH - DOWNEY;01/01/2021;12/31/2021;352
50140;KFH - FONTANA;01/01/2021;12/31/2021;674
50145;COMMUNITY HOSP. MONTEREY PENINSULA;01/01/2021;12/31/2021;290
50146;CITY OF HOPE NATIONAL MEDICAL CTR;10/01/2020;9/30/2021;217
50149;CALIFORNIA HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;318
50150;SIERRA NEVADA MEMORIAL HOSPITAL;01/01/2021;12/31/2021;104
50152;SAINT FRANCIS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;211
50158;ENCINO HOSPITAL;01/01/2021;12/31/2021;148
50159;VENTURA COUNTY MEDICAL CENTER;07/01/2021;6/30/2022;272
50167;SAN JOAQUIN GENERAL HOSPITAL;07/01/2021;6/30/2022;206
50168;ST JUDE MEDICAL CENTER FULLERTON;07/01/2021;6/30/2022;320
50169;PIH HEALTH WHITTIER HOSPITAL;10/01/2020;9/30/2021;428
50174;SANTA ROSA MEMORIAL HOSPITAL;07/01/2021;6/30/2022;277
50179;EMANUEL MEDICAL CENTER;01/01/2021;12/31/2021;209
50180;JOHN MUIR MEDICAL CENTER - WC;01/01/2021;12/31/2021;554
50191;ST. MARY MEDICAL CENTER;07/01/2021;6/30/2022;307
50192;ADVENTIST HEALTH REEDLEY;01/01/2021;12/31/2021;49
50194;WATSONVILLE COMMUNITY HOSPTIAL;08/01/2021;7/31/2022;106
50195;WASHINGTON HOSPITAL DISTRICT;07/01/2021;6/30/2022;385
50197;SEQUOIA HOSPITAL;01/01/2021;12/31/2021;208
50204;PALMDALE REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;184
50211;ALAMEDA HOSPITAL;07/01/2021;6/30/2022;247
50222;SHARP CHULA VISTA MEDICAL CENTER;10/01/2020;9/30/2021;449
50224;HOAG MEMORIAL HOSPITAL PRESBYTERIAN;01/01/2021;12/31/2021;530
50226;ANAHEIM REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;223
50228;ZUCKERBERG SAN FRANCISCO GENERAL;07/01/2021;6/30/2022;397
50230;GARDEN GROVE HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;167
50231;POMONA VALLEY HOSPITAL MED CTR;01/01/2021;12/31/2021;412
50232;FRENCH HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;98
50234;SHARP CORONADO HOSPITAL;10/01/2020;9/30/2021;181
50235;PROVIDENCE ST JOSEPH MEDICAL CENTER;01/01/2021;12/31/2021;392
50236;ADVENTIST HEALTH SIMI VALLEY;01/01/2021;12/31/2021;144
50238;METHODIST HOSPITAL OF SO CALIFORNIA;01/01/2021;12/31/2021;348
50239;ADVENTIST HEALTH GLENDALE;01/01/2021;12/31/2021;451
50242;DOMINICAN HOSPITAL;07/01/2021;6/30/2022;222
50243;DESERT HOSPITAL;06/01/2021;5/31/2022;369
50245;ARROWHEAD REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;456
50248;NATIVIDAD MEDICAL CENTER;07/01/2021;6/30/2022;172
50254;MARSHALL HOSPITAL;11/01/2020;10/31/2021;111
50257;GOOD SAMARITAN HOSPITAL-BAKERSFIELD;01/01/2021;12/31/2021;64
50261;SIERRA VIEW MEDICAL CENTER;07/01/2021;6/30/2022;163
50262;RONALD REAGAN UCLA;07/01/2021;6/30/2022;446
50272;REDLANDS COMMUNITY HOSPITAL;10/01/2020;9/30/2021;229
50276;CONTRA COSTA REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;167
50278;PROVIDENCE HOLY CROSS MED. CENTER;01/01/2021;12/31/2021;377
50279;HI - DESERT MEDICAL CENTER;06/01/2021;5/31/2022;175
50280;MERCY MEDICAL CENTER REDDING;07/01/2021;6/30/2022;266
50281;ALHAMBRA HOSPITAL;07/01/2021;6/30/2022;144
50283;VALLEY MEMORIAL HOSPITAL;09/01/2021;8/31/2022;242
50289;SETON MEDICAL CENTER;1/27/2021;6/30/2021;478
50289;SETON MEDICAL CENTER;07/01/2021;6/30/2022;478
50290;PROVIDENCE ST JOHNS HEALTH CENTER;01/01/2021;12/31/2021;266
50291;SUTTER SANTA ROSA REGIONAL HOSPITAL;01/01/2021;12/31/2021;84
50292;RIVERSIDE UNIVERSITY HEALTH SYSTEM;07/01/2021;6/30/2022;423
50295;MERCY HOSPITAL;07/01/2021;6/30/2022;229
50298;BARSTOW COMMUNITY HOSPITAL;02/01/2021;1/31/2022;30
50300;ST. MARY MEDICAL CENTER;07/01/2021;6/30/2022;213
50301;ADVENTIST HEALTH UKIAH VALLEY;01/01/2021;12/31/2021;50
50305;ALTA BATES MEDICAL CENTER;01/01/2021;12/31/2021;383
50308;EL CAMINO HOSPITAL;07/01/2021;6/30/2022;454
50309;SUTTER ROSEVILLE MEDICAL CENTER;01/01/2021;12/31/2021;373
50313;SUTTER TRACY COMMUNITY HOSPITAL;01/01/2021;12/31/2021;77
50315;KERN MEDICAL CENTER;07/01/2021;6/30/2022;222
50320;ALAMEDA HEALTH SYSTEM;07/01/2021;6/30/2022;434
50324;SCRIPPS MEMORIAL HOSPITAL - LA JOLLA;10/01/2020;9/30/2021;365
50327;LOMA LINDA UNIVERSITY MEDICAL CENTER;07/01/2021;6/30/2022;482
50329;CORONA REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;238
50334;SALINAS VALLEY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;240
50335;ADVENTIST HEALTH SONORA;01/01/2021;12/31/2021;152
50336;ADVENTIST HEALTH LODI MEMORIAL;01/01/2021;12/31/2021;194
50342;PIONEERS MEM. HOSPITAL;07/01/2021;6/30/2022;107
50348;UCI MEDICAL CENTER;07/01/2021;6/30/2022;441
50350;BEVERLY HOSPITAL;01/01/2021;12/31/2021;202
50351;TORRANCE MEMORIAL MEDICAL CENTER;07/01/2021;6/30/2022;533
50352;BARTON MEMORIAL HOSPITAL;01/01/2021;12/31/2021;111
50353;PROVIDENCE LTTL CO MARY MC TORRANCE;01/01/2021;12/31/2021;442
50357;GOLETA VALLEY COTTAGE HOSPITAL;01/01/2021;12/31/2021;24
50360;MARINHEALTH MEDICAL CENTER;01/01/2021;12/31/2021;327
50367;NORTHBAY HOSPITAL GROUP;01/01/2021;12/31/2021;204
50373;LAC+USC MEDICAL CENTER;07/01/2021;6/30/2022;670
50376;HARBOR-UCLA MEDICAL CENTER;07/01/2021;6/30/2022;407
50378;PACIFICA HOSPITAL OF THE VALLEY;01/01/2021;12/31/2021;231
50380;GOOD SAMARITAN HOSPITAL;02/01/2021;1/31/2022;357
50382;EMANATE HEALTH MEDICAL CENTER;01/01/2021;12/31/2021;526
50390;HEMET VALLEY MEDICAL CENTER;01/01/2021;12/31/2021;309
50393;PIH HEALTH DOWNEY HOSPITAL;10/01/2020;9/30/2021;165
50394;CMH OF SAN BUENAVENTURA;01/01/2021;12/31/2021;229
50396;SANTA BARBARA COTTAGE HOSPITAL;01/01/2021;12/31/2021;401
50407;CHINESE HOSPITAL;01/01/2021;12/31/2021;80
50411;KFH - SOUTH BAY;01/01/2021;12/31/2021;257
50414;MERCY HOSPITAL OF FOLSOM;07/01/2021;6/30/2022;106
50417;SUTTER COAST HOSPITAL;01/01/2021;12/31/2021;49
50423;PALO VERDE HOSPITAL;07/01/2021;6/30/2022;20
50424;SCRIPPS GREEN HOSPITAL;10/01/2020;9/30/2021;150
50425;KFH - SACRAMENTO;01/01/2021;12/31/2021;287
50426;WEST ANAHEIM MEDICAL CENTER;01/01/2021;12/31/2021;219
50438;HUNTINGTON HOSPITAL;01/01/2021;12/31/2021;563
50441;STANFORD HEALTH CARE;09/01/2021;8/31/2022;603
50444;MERCY MEDICAL CENTER MERCED;07/01/2021;6/30/2022;186
50454;UCSF MEDICAL CENTER;07/01/2021;6/30/2022;809
50455;ADVENTIST HEALTH BAKERSFIELD;01/01/2021;12/31/2021;254
50457;ST. MARYS MEDICAL CENTER;07/01/2021;6/30/2022;168
50464;DOCTORS MEDICAL CENTER OF MODESTO;06/01/2021;5/31/2022;447
50468;MEMORIAL HOSPITAL OF GARDENA;01/01/2021;12/31/2021;175
50471;PIH HEALTH GOOD SAMARITAN HOSPITAL;10/01/2020;9/30/2021;363
50481;WEST HILLS HOSPITAL;01/01/2021;12/31/2021;214
50485;MEMORIALCARE LONG BEACH MED CTR;07/01/2021;6/30/2022;453
50488;EDEN MEDICAL CENTER;01/01/2021;12/31/2021;126
50492;CLOVIS COMMUNITY MEDICAL CENTER;09/01/2021;8/31/2022;280
50496;JOHN MUIR MEDICAL CENTER - CONCORD;01/01/2021;12/31/2021;244
50498;SUTTER AUBURN FAITH HOSPITAL;01/01/2021;12/31/2021;64
50503;SCRIPPS MEMORIAL HOSPITAL-ENCINITAS;10/01/2020;9/30/2021;171
50506;THCC SIERRA VISTA REGIONAL HOSPITAL;06/01/2021;5/31/2022;162
50510;KFH - SAN RAFAEL;01/01/2021;12/31/2021;107
50512;KFH - FREMONT;01/01/2021;12/31/2021;100
50515;KFH - SAN DIEGO;01/01/2021;12/31/2021;596
50516;MERCY SAN JUAN MEDICAL CENTER;07/01/2021;6/30/2022;377
50517;VICTOR VALLEY GLOBAL MEDICAL CENTER;01/01/2021;12/31/2021;101
50523;SUTTER DELTA MEDICAL CENTER;01/01/2021;12/31/2021;119
50526;HUNTINGTON BEACH HOSPITAL;01/01/2021;12/31/2021;131
50528;MEMORIAL HOSPITAL - LOS BANOS;01/01/2021;12/31/2021;26
50534;JOHN.F. KENNEDY MEMORIAL HOSP.;06/01/2021;5/31/2022;130
50537;SUTTER DAVIS HOSPITAL;01/01/2021;12/31/2021;48
50541;KFH - REDWOOD CITY;01/01/2021;12/31/2021;140
50543;COLLEGE HOSPITAL COSTA MESA;01/01/2021;12/31/2021;122
50546;PORTERVILLE DEVELOPMENTAL CENTER;07/01/2021;6/30/2022;597
50549;LOS ROBLES HOSPITAL AND MEDICAL CTN.;01/01/2021;12/31/2021;350
50551;LOS ALAMITOS MEDICAL CTR.;06/01/2021;5/31/2022;172
50557;MEMORIAL HOSPITAL MODESTO;01/01/2021;12/31/2021;403
50561;KFH - WEST LOS ANGELES;01/01/2021;12/31/2021;265
50567;MISSION HOSPITAL REG MEDICAL CENTER;07/01/2021;6/30/2022;488
50568;MADERA COMMUNITY HOSPITAL;07/01/2021;6/30/2022;106
50570;FOUNTAIN VALLEY REG MEDICAL CENTER;01/01/2021;12/31/2021;400
50573;EISENHOWER MEDICAL CENTER;07/01/2021;6/30/2022;347
50580;LA PALMA INTERCOMMUNITY  HOSPITAL;01/01/2021;12/31/2021;138
50581;LAKEWOOD REGIONAL MED. CTR.;06/01/2021;5/31/2022;168
50586;CHINO VALLEY MEDICAL CENTER;01/01/2021;12/31/2021;112
50588;SAN DIMAS COMMUNITY HOSPITAL;01/01/2021;12/31/2021;101
50589;PLACENTIA LINDA COMMUNITY HOSPITAL;06/01/2021;5/31/2022;114
50590;METHODIST HOSPITAL OF SACRAMENTO;01/01/2021;12/31/2021;329
50597;EMANATE HEALTH FOOTHILL PRESB. HOSP.;01/01/2021;12/31/2021;105
50599;UC DAVIS MEDICAL CENTER;07/01/2021;6/30/2022;632
50603;MEMORIALCARE SADDLEBACK MED CTR;07/01/2021;6/30/2022;248
50604;KFH- SAN JOSE;01/01/2021;12/31/2021;235
50608;DELANO REGIONAL MED. CTR.;01/01/2021;12/31/2021;156
50609;KFH - OC-ANAHEIM;01/01/2021;12/31/2021;526
50624;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2020;9/30/2021;357
50625;CEDARS-SINAI MEDICAL CENTER;07/01/2021;6/30/2022;882
50633;THCC TWIN CITIES COMMUNITY HOSPITAL;06/01/2021;5/31/2022;122
50636;POMERADO HOSPITAL;07/01/2021;6/30/2022;236
50641;EAST LOS ANGELES DOCTORS HOSPITAL;01/01/2021;12/31/2021;127
50660;USC NORRIS CANCER HOSPITAL;10/01/2020;12/31/2020;60
50660;USC NORRIS CANCER HOSPITAL;01/01/2021;9/30/2021;60
50663;LOS ANGELES COMMUNITY HOSPITAL;01/01/2021;12/31/2021;212
50668;LAGUNA HONDA HOSPITAL;07/01/2021;6/30/2022;780
50674;KFH - SOUTH SACRAMENTO;01/01/2021;12/31/2021;233
50677;KFH - WOODLAND HILLS;01/01/2021;12/31/2021;274
50678;MEMORIALCARE ORANGE COAST MED CTR;07/01/2021;6/30/2022;222
50684;MENIFEE VALLEY MEDICAL CENTER;01/01/2021;12/31/2021;84
50686;KFH - RIVERSIDE;01/01/2021;12/31/2021;226
50689;SAN RAMON REG. MEDICAL CENTER;06/01/2021;5/31/2022;123
50690;KFH - SANTA ROSA;01/01/2021;12/31/2021;162
50696;KECK HOSPITAL OF USC;10/01/2020;12/31/2020;331
50696;KECK HOSPITAL OF USC;01/01/2021;9/30/2021;331
50697;PATIENTS HOSPITAL OF REDDING;01/01/2021;12/31/2021;
50701;SOUTHWEST HEALTHCARE SYSTEM;01/01/2021;12/31/2021;240
50704;MISSION COMMUNITY HOSPITAL;01/01/2021;12/31/2021;145
50709;DESERT VALLEY HOSPITAL  INC.;01/01/2021;12/31/2021;148
50710;KFH - FRESNO;01/01/2021;12/31/2021;169
50714;SUTTER MATERNITY & SURGERY CENTER;01/01/2021;12/31/2021;28
50717;RANCHO LOS AMIGOS NATL.REHAB.CTR.;07/01/2021;6/30/2022;158
50723;KFH - BALDWIN PARK;01/01/2021;12/31/2021;272
50724;HEART HOSPITAL OF BAKERSFIELD;01/01/2021;12/31/2021;44
50726;STANISLAUS SURGICAL;01/01/2021;12/31/2021;23
50735;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2021;6/30/2022;178
50736;MONTEREY PARK HOSPITAL;07/01/2021;6/30/2022;101
50737;GARFIELD MEDICAL CENTER;07/01/2021;6/30/2022;210
50738;GREATER EL MONTE COMMUNITY HOSPITAL;07/01/2021;6/30/2022;117
50739;CENTINELA HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;345
50740;CEDARS-SINAI MARINA DEL REY HOSPITAL;07/01/2021;6/30/2022;103
50742;OLYMPIA MEDICAL CENTER;01/01/2021;08/09/2021;204
50744;ANAHEIM GLOBAL MEDICAL CENTER;09/01/2021;8/31/2022;189
50745;CHAPMAN GLOBAL MEDICAL CENTER;09/01/2021;8/31/2022;114
50746;ORANGE COUNTY GLOBAL MEDICAL CENTER;09/01/2021;8/31/2022;282
50747;SOUTH COAST GLOBAL MEDICAL CENTER;09/01/2021;8/31/2022;178
50748;KFH - MANTECA;01/01/2021;12/31/2021;213
50755;SHERMAN OAKS HOSPITAL-HLTH;01/01/2021;12/31/2021;153
50757;ALVARADO HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;256
50758;MONTCLAIR HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;106
50760;KFH - ANTIOCH;01/01/2021;12/31/2021;136
50761;PROVIDENCE CEDARS-SINAI TARZANA MEDI;01/01/2021;12/31/2021;227
50763;L A DOWNTOWN MEDICAL CENTER;01/01/2021;12/31/2021;234
50764;SHASTA REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;226
50765;KFH - MORENO VALLEY;01/01/2021;12/31/2021;94
50766;SUTTER SURGICAL HOSP - NORTH VALLEY;01/01/2021;12/31/2021;14
50767;KFH - VACAVILLE;01/01/2021;12/31/2021;144
50769;HOAG ORTHOPEDIC INSTITUTE;01/01/2021;12/31/2021;70
50770;LLUMC MURRIETA;07/01/2021;6/30/2022;111
50771;COAST PLAZA HOSPITAL;01/01/2021;12/31/2021;117
50772;KFH - ROSEVILLE;01/01/2021;12/31/2021;352
50775;TEMECULA VALLEY HOSPITAL;01/01/2021;12/31/2021;140
50776;COLLEGE MEDICAL CENTER;01/01/2021;12/31/2021;221
50777;KFH - SAN LEANDRO;01/01/2021;12/31/2021;206
50778;LOMA LINDA UNIVERSITY CHILDRENS HOSP;07/01/2021;6/30/2022;364
50779;MARTIN LUTHER KING COMMUNITY HOSP;07/01/2021;6/30/2022;131
50780;FOOTHILL REG MEDICAL CENTER;01/01/2021;12/31/2021;127
50782;CASA COLINA HOSPITAL AND CENTERS FOR;04/01/2021;3/31/2022;99
50783;COLUSA MEDICAL CENTER;01/01/2021;12/31/2021;53
50784;ADVENTIST HEALTH TULARE;01/01/2021;12/31/2021;73
50785;DOCS SURGICAL HOSPITAL;01/01/2021;12/31/2021;17
50849;MWN COMMUNITY HOSPITAL;3/19/2021;12/31/2021;40
51300;EASTERN PLUMAS HEALTH CARE;07/01/2021;6/30/2022;75
51301;ADVENTIST HEALTH TEHACHAPI VALLEY;01/01/2021;12/31/2021;25
51302;SOUTHERN INYO HOSPITAL;07/01/2021;6/30/2022;37
51303;SOUTHERN MONO HEALTH CARE DISTRICT;07/01/2021;6/30/2022;17
51304;JOHN C. FREMONT HEALTHCARE DISTRICT;07/01/2021;6/30/2022;35
51305;MAYERS MEMORIAL HOSPITAL;07/01/2021;6/30/2022;115
51306;GLENN MEDICAL CENTER;07/01/2021;12/31/2021;25
51307;CATALINA ISLAND MEDICAL CENTER;07/01/2021;6/30/2022;12
51308;SURPRISE VALLEY HEALTH CARE DISTRICT;07/01/2021;6/30/2022;26
51309;JEROLD PHELPS COMMUNITY HOSPITAL;07/01/2021;6/30/2022;17
51310;HOWARD MEMORIAL HOSPITA;01/01/2021;12/31/2021;25
51311;BIGGS-GRIDLEY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;106
51312;MOUNTAINS COMMUNITY HOSPITAL;07/01/2021;6/30/2022;37
51314;KERN VALLEY HEALTHCARE DISTRICT;07/01/2021;6/30/2022;98
51315;TRINITY HOSPITAL;01/01/2021;12/31/2021;47
51316;FAIRCHILD MEDICAL CENTER;01/01/2021;12/31/2021;25
51317;ADVENTIST HEALTH CLEARLAKE;01/01/2021;12/31/2021;25
51318;REDWOOD MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
51319;MERCY MEDICAL CENTER MT. SHASTA;07/01/2021;6/30/2022;20
51320;BANNER LASSEN MEDICAL CENTER;01/01/2021;12/31/2021;25
51321;HEALDSBURG DISTRICT HOSPITAL;01/01/2021;6/30/2021;42
51321;HEALDSBURG DISTRICT HOSPITAL;07/01/2021;6/30/2022;42
51323;COLORADO RIVER MEDICAL CENTER;01/01/2021;12/31/2021;25
51324;NORTHERN INYO HOSPITAL;07/01/2021;6/30/2022;25
51325;ADVENTIST HEALTH MENDOCINO COAST;01/01/2021;12/31/2021;25
51326;PLUMAS DISTRICT HOSPITAL CAH;07/01/2021;6/30/2022;14
51327;SENECA DISTRICT HOSPITAL;07/01/2021;6/30/2022;26
51328;TAHOE FOREST HOSPITAL;07/01/2021;6/30/2022;62
51329;SUTTER LAKESIDE HOSPITAL;01/01/2021;12/31/2021;25
51330;MODOC MEDICAL CENTER;07/01/2021;6/30/2022;58
51331;SANTA YNEZ VALLEY COTTAGE HOSPITAL;01/01/2021;12/31/2021;11
51332;MARK TWAIN MEDICAL CENTER;01/01/2021;12/31/2021;25
51333;RIDGECREST REGIONAL HOSPITAL;01/01/2021;12/31/2021;150
51334;OJAI VALLEY COMMUNITY HOSPITAL;01/01/2021;12/31/2021;100
51335;BEAR VALLEY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;30
51336;MEE MEMORIAL HOSPITAL;10/01/2020;9/30/2021;61
51337;HAZEL HAWKINS MEM. HOSPITAL;07/01/2021;6/30/2022;144
51990;SUNLAND HOME FOUNDATION;01/01/2021;12/31/2021;
51991;BROADVIEW  INC.;07/01/2021;6/30/2022;37
51993;ARDEN WOOD  INC.;04/01/2021;3/31/2022;68
52031;BARLOW RESPIRATORY HOSPITAL;09/01/2021;8/31/2022;105
52032;KINDRED HOSPITAL LOS ANGELES;09/01/2021;8/31/2022;81
52033;VIBRA HOSPITAL OF SACRAMENTO;09/01/2021;8/31/2022;58
52034;KINDRED HOSPITAL SAN FRANCISCO;09/01/2021;8/31/2022;99
52035;KINDRED HOSPITAL WESTMINSTER;09/01/2021;8/31/2022;109
52036;KINDRED HOSPITAL SAN DIEGO;09/01/2021;8/31/2022;70
52037;KINDRED HOSPITAL ONTARIO;09/01/2021;8/31/2022;91
52038;KINDRED HOSPITAL LA MIRADA;09/01/2021;8/31/2022;193
52039;KINDRED HOSPITAL BREA;09/01/2021;8/31/2022;86
52043;1125 SIR FRANCIS DRAKE OPERATING CO;07/01/2021;6/30/2022;105
52044;SELECT SPECIALTY HOSPITAL - SAN DIEG;04/01/2021;3/31/2022;110
52045;KINDRED HOSPITAL BALDWIN PARK;09/01/2021;8/31/2022;91
